Period,Futures price (₹/kilogram),Spot price (₹/kilogram),expiration,Time_to_Maturity,Futures_theoretical,Futures_theoretical_round,Deviation,Percentage_deviation,Percentage_deviation_round,Basis,Backwardation,actual<theoretical_futures_price,,,,,,,,,,,,,
24-06-17,908.6,1026.1,24-07-17,0.082191781,1031.172717,1031.2,-122.6,-11.88906129,-11.9,117.5,Yes,Yes,,,,,,,,,,,,,
25-06-17,908.6,1026.1,25-07-17,0.082191781,1031.172717,1031.2,-122.6,-11.88906129,-11.9,117.5,Yes,Yes,,,,,,,,,,,,,
26-06-17,908.6,1026.1,26-07-17,0.082191781,1031.172717,1031.2,-122.6,-11.88906129,-11.9,117.5,Yes,Yes,,,,,,,,,,,,,
27-06-17,888,1011.5,27-07-17,0.082191781,1016.500539,1016.5,-128.5,-12.64141663,-12.6,123.5,Yes,Yes,,,,,,,,,,,,,
28-06-17,877,1007.6,28-07-17,0.082191781,1012.581259,1012.6,-135.6,-13.39127,-13.4,130.6,Yes,Yes,,,,,,,,,,,,,
29-06-17,882.9,1005,29-07-17,0.082191781,1009.968405,1010,-127.1,-12.58415842,-12.6,122.1,Yes,Yes,,,,,,,,,,,,,
30-06-17,874.5,1002.7,30-07-17,0.082191781,1007.657035,1007.7,-133.2,-13.21821971,-13.2,128.2,Yes,Yes,,,,,,,,,,,,,
01-07-17,874.5,1002.7,31-07-17,0.082191781,1007.657035,1007.7,-133.2,-13.21821971,-13.2,128.2,Yes,Yes,,,,,,,,,,,,,
02-07-17,874.5,1002.7,01-08-17,0.082191781,1007.657035,1007.7,-133.2,-13.21821971,-13.2,128.2,Yes,Yes,,,,,,,,,,,,,
03-07-17,887,996.8,02-08-17,0.082191781,1001.727867,1001.7,-114.7,-11.45053409,-11.5,109.8,Yes,Yes,,,,,,,,,,,,,
04-07-17,893.9,1002.9,03-08-17,0.082191781,1007.858023,1007.9,-114,-11.3106459,-11.3,109,Yes,Yes,,,,,,,,,,,,,
05-07-17,912.7,1016.5,04-08-17,0.082191781,1021.525258,1021.5,-108.8,-10.65100343,-10.7,103.8,Yes,Yes,,,,,,,,,,,,,
06-07-17,933.1,1049.1,05-08-17,0.082191781,1054.286422,1054.3,-121.2,-11.49577919,-11.5,116,Yes,Yes,,,,,,,,,,,,,
07-07-17,939.1,1044.7,06-08-17,0.082191781,1049.86467,1049.9,-110.8,-10.55338604,-10.6,105.6,Yes,Yes,,,,,,,,,,,,,
08-07-17,939.1,1044.7,07-08-17,0.082191781,1049.86467,1049.9,-110.8,-10.55338604,-10.6,105.6,Yes,Yes,,,,,,,,,,,,,
09-07-17,939.1,1044.7,08-08-17,0.082191781,1049.86467,1049.9,-110.8,-10.55338604,-10.6,105.6,Yes,Yes,,,,,,,,,,,,,
10-07-17,939.5,1059.1,09-08-17,0.082191781,1064.335859,1064.3,-124.8,-11.7260171,-11.7,119.6,Yes,Yes,,,,,,,,,,,,,
11-07-17,942.1,1076.4,10-08-17,0.082191781,1081.721384,1081.7,-139.6,-12.90561154,-12.9,134.3,Yes,Yes,,,,,,,,,,,,,
12-07-17,948,1075.9,11-08-17,0.082191781,1081.218913,1081.2,-133.2,-12.31964484,-12.3,127.9,Yes,Yes,,,,,,,,,,,,,
13-07-17,943.4,1072.8,12-08-17,0.082191781,1078.103587,1078.1,-134.7,-12.49420276,-12.5,129.4,Yes,Yes,,,,,,,,,,,,,
14-07-17,960.6,1098.1,13-08-17,0.082191781,1103.528662,1103.5,-142.9,-12.94970548,-12.9,137.5,Yes,Yes,,,,,,,,,,,,,
15-07-17,960.6,1098.1,14-08-17,0.082191781,1103.528662,1103.5,-142.9,-12.94970548,-12.9,137.5,Yes,Yes,,,,,,,,,,,,,
16-07-17,960.6,1098.1,15-08-17,0.082191781,1103.528662,1103.5,-142.9,-12.94970548,-12.9,137.5,Yes,Yes,,,,,,,,,,,,,
17-07-17,955.9,1100.6,16-08-17,0.082191781,1106.041022,1106,-150.1,-13.57142857,-13.6,144.7,Yes,Yes,,,,,,,,,,,,,
18-07-17,956.2,1095.6,17-08-17,0.082191781,1101.016303,1101,-144.8,-13.15168029,-13.2,139.4,Yes,Yes,,,,,,,,,,,,,
19-07-17,973.5,1115.4,18-08-17,0.082191781,1120.914188,1120.9,-147.4,-13.1501472,-13.2,141.9,Yes,Yes,,,,,,,,,,,,,
20-07-17,980,1124.2,19-08-17,0.082191781,1129.757693,1129.8,-149.8,-13.25898389,-13.3,144.2,Yes,Yes,,,,,,,,,,,,,
21-07-17,975.7,1123.5,20-08-17,0.082191781,1129.054232,1129.1,-153.4,-13.58604198,-13.6,147.8,Yes,Yes,,,,,,,,,,,,,
22-07-17,975.7,1123.5,21-08-17,0.082191781,1129.054232,1129.1,-153.4,-13.58604198,-13.6,147.8,Yes,Yes,,,,,,,,,,,,,
23-07-17,975.7,1123.5,22-08-17,0.082191781,1129.054232,1129.1,-153.4,-13.58604198,-13.6,147.8,Yes,Yes,,,,,,,,,,,,,
24-07-17,1014.7,1166.2,23-08-17,0.082191781,1171.965327,1172,-157.3,-13.42150171,-13.4,151.5,Yes,Yes,,,,,,,,,,,,,
25-07-17,1042.7,1172.9,24-08-17,0.082191781,1178.69845,1178.7,-136,-11.53813523,-11.5,130.2,Yes,Yes,,,,,,,,,,,,,
26-07-17,1025,1171.7,25-08-17,0.082191781,1177.492518,1177.5,-152.5,-12.95116773,-13,146.7,Yes,Yes,,,,,,,,,,,,,
27-07-17,1058.3,1180.3,26-08-17,0.082191781,1186.135033,1186.1,-127.8,-10.77480819,-10.8,122,Yes,Yes,,,,,,,,,,,,,
28-07-17,1044.2,1184.5,27-08-17,0.082191781,1190.355797,1190.4,-146.2,-12.28158602,-12.3,140.3,Yes,Yes,,,,,,,,,,,,,
29-07-17,1044.2,1184.5,28-08-17,0.082191781,1190.355797,1190.4,-146.2,-12.28158602,-12.3,140.3,Yes,Yes,,,,,,,,,,,,,
30-07-17,1044.2,1184.5,29-08-17,0.082191781,1190.355797,1190.4,-146.2,-12.28158602,-12.3,140.3,Yes,Yes,,,,,,,,,,,,,
31-07-17,1085.9,1266.8,30-08-17,0.082191781,1273.062662,1273.1,-187.2,-14.70426518,-14.7,180.9,Yes,Yes,,,,,,,,,,,,,
01-08-17,1139.5,1297.7,31-08-17,0.082191781,1304.115422,1304.1,-164.6,-12.62173146,-12.6,158.2,Yes,Yes,,,,,,,,,,,,,
02-08-17,1138.3,1305.1,01-09-17,0.082191781,1311.552006,1311.6,-173.3,-13.21286978,-13.2,166.8,Yes,Yes,,,,,,,,,,,,,
03-08-17,1144.8,1282.7,02-09-17,0.082191781,1289.041267,1289,-144.2,-11.18696664,-11.2,137.9,Yes,Yes,,,,,,,,,,,,,
04-08-17,1169.7,1325.4,03-09-17,0.082191781,1331.952362,1332,-162.3,-12.18468468,-12.2,155.7,Yes,Yes,,,,,,,,,,,,,
05-08-17,1169.7,1325.4,04-09-17,0.082191781,1331.952362,1332,-162.3,-12.18468468,-12.2,155.7,Yes,Yes,,,,,,,,,,,,,
06-08-17,1169.7,1325.4,05-09-17,0.082191781,1331.952362,1332,-162.3,-12.18468468,-12.2,155.7,Yes,Yes,,,,,,,,,,,,,
07-08-17,1161.4,1325.4,06-09-17,0.082191781,1331.952362,1332,-170.6,-12.80780781,-12.8,164,Yes,Yes,,,,,,,,,,,,,
08-08-17,1134.4,1298.4,07-09-17,0.082191781,1304.818883,1304.8,-170.4,-13.05947272,-13.1,164,Yes,Yes,,,,,,,,,,,,,
09-08-17,1106.7,1269.5,08-09-17,0.082191781,1275.77601,1275.8,-169.1,-13.25442859,-13.3,162.8,Yes,Yes,,,,,,,,,,,,,
10-08-17,1110.2,1267.9,09-09-17,0.082191781,1274.1681,1274.2,-164,-12.87082091,-12.9,157.7,Yes,Yes,,,,,,,,,,,,,
11-08-17,1134.5,1280.8,10-09-17,0.082191781,1287.131874,1287.1,-152.6,-11.85611064,-11.9,146.3,Yes,Yes,,,,,,,,,,,,,
12-08-17,1134.5,1280.8,11-09-17,0.082191781,1287.131874,1287.1,-152.6,-11.85611064,-11.9,146.3,Yes,Yes,,,,,,,,,,,,,
13-08-17,1134.5,1280.8,12-09-17,0.082191781,1287.131874,1287.1,-152.6,-11.85611064,-11.9,146.3,Yes,Yes,,,,,,,,,,,,,
14-08-17,1165.2,1305.8,13-09-17,0.082191781,1312.255466,1312.3,-147.1,-11.20932714,-11.2,140.6,Yes,Yes,,,,,,,,,,,,,
15-08-17,1165.2,1305.8,14-09-17,0.082191781,1312.255466,1312.3,-147.1,-11.20932714,-11.2,140.6,Yes,Yes,,,,,,,,,,,,,
16-08-17,1186.7,1341.6,15-09-17,0.082191781,1348.23245,1348.2,-161.5,-11.97893488,-12,154.9,Yes,Yes,,,,,,,,,,,,,
17-08-17,1218.1,1359.1,16-09-17,0.082191781,1365.818965,1365.8,-147.7,-10.81417484,-10.8,141,Yes,Yes,,,,,,,,,,,,,
18-08-17,1201.3,1354.5,17-09-17,0.082191781,1361.196224,1361.2,-159.9,-11.74698795,-11.7,153.2,Yes,Yes,,,,,,,,,,,,,
19-08-17,1201.3,1354.5,18-09-17,0.082191781,1361.196224,1361.2,-159.9,-11.74698795,-11.7,153.2,Yes,Yes,,,,,,,,,,,,,
20-08-17,1201.3,1354.5,19-09-17,0.082191781,1361.196224,1361.2,-159.9,-11.74698795,-11.7,153.2,Yes,Yes,,,,,,,,,,,,,
21-08-17,1183.5,1350.6,20-09-17,0.082191781,1357.276943,1357.3,-173.8,-12.80483312,-12.8,167.1,Yes,Yes,,,,,,,,,,,,,
22-08-17,1162.8,1330,21-09-17,0.082191781,1336.575103,1336.6,-173.8,-13.0031423,-13,167.2,Yes,Yes,,,,,,,,,,,,,
23-08-17,1183,1360.2,22-09-17,0.082191781,1366.924403,1366.9,-183.9,-13.45380057,-13.5,177.2,Yes,Yes,,,,,,,,,,,,,
24-08-17,1163.9,1340.8,23-09-17,0.082191781,1347.428495,1347.4,-183.5,-13.61882143,-13.6,176.9,Yes,Yes,,,,,,,,,,,,,
25-08-17,1163.9,1340.8,24-09-17,0.082191781,1347.428495,1347.4,-183.5,-13.61882143,-13.6,176.9,Yes,Yes,,,,,,,,,,,,,
26-08-17,1163.9,1340.8,25-09-17,0.082191781,1347.428495,1347.4,-183.5,-13.61882143,-13.6,176.9,Yes,Yes,,,,,,,,,,,,,
27-08-17,1163.9,1340.8,26-09-17,0.082191781,1347.428495,1347.4,-183.5,-13.61882143,-13.6,176.9,Yes,Yes,,,,,,,,,,,,,
28-08-17,1154.9,1331.4,27-09-17,0.082191781,1337.982025,1338,-183.1,-13.68460389,-13.7,176.5,Yes,Yes,,,,,,,,,,,,,
29-08-17,1168.2,1331.2,28-09-17,0.082191781,1337.781036,1337.8,-169.6,-12.67753027,-12.7,163,Yes,Yes,,,,,,,,,,,,,
30-08-17,1171,1349.4,29-09-17,0.082191781,1356.071011,1356.1,-185.1,-13.64943588,-13.6,178.4,Yes,Yes,,,,,,,,,,,,,
31-08-17,1177.4,1362.3,30-09-17,0.082191781,1369.034784,1369,-191.6,-13.99561724,-14,184.9,Yes,Yes,,,,,,,,,,,,,
01-09-17,1202.8,1372.5,01-10-17,0.082191781,1379.28521,1379.3,-176.5,-12.79634597,-12.8,169.7,Yes,Yes,,,,,,,,,,,,,
02-09-17,1202.8,1372.5,02-10-17,0.082191781,1379.28521,1379.3,-176.5,-12.79634597,-12.8,169.7,Yes,Yes,,,,,,,,,,,,,
03-09-17,1202.8,1372.5,03-10-17,0.082191781,1379.28521,1379.3,-176.5,-12.79634597,-12.8,169.7,Yes,Yes,,,,,,,,,,,,,
04-09-17,1179.9,1359.8,04-10-17,0.082191781,1366.522425,1366.5,-186.6,-13.65532382,-13.7,179.9,Yes,Yes,,,,,,,,,,,,,
05-09-17,1180.2,1348.7,05-10-17,0.082191781,1355.36755,1355.4,-175.2,-12.92607348,-12.9,168.5,Yes,Yes,,,,,,,,,,,,,
06-09-17,1178.5,1341.2,06-10-17,0.082191781,1347.830473,1347.8,-169.3,-12.56121086,-12.6,162.7,Yes,Yes,,,,,,,,,,,,,
07-09-17,1205.5,1351.2,07-10-17,0.082191781,1357.87991,1357.9,-152.4,-11.22321231,-11.2,145.7,Yes,Yes,,,,,,,,,,,,,
08-09-17,1203.2,1365.8,08-10-17,0.082191781,1372.552087,1372.6,-169.4,-12.3415416,-12.3,162.6,Yes,Yes,,,,,,,,,,,,,
09-09-17,1203.2,1365.8,09-10-17,0.082191781,1372.552087,1372.6,-169.4,-12.3415416,-12.3,162.6,Yes,Yes,,,,,,,,,,,,,
10-09-17,1203.2,1365.8,10-10-17,0.082191781,1372.552087,1372.6,-169.4,-12.3415416,-12.3,162.6,Yes,Yes,,,,,,,,,,,,,
11-09-17,1202.7,1355.2,11-10-17,0.082191781,1361.899684,1361.9,-159.2,-11.68955136,-11.7,152.5,Yes,Yes,,,,,,,,,,,,,
12-09-17,1203.9,1369.7,12-10-17,0.082191781,1376.471368,1376.5,-172.6,-12.53904831,-12.5,165.8,Yes,Yes,,,,,,,,,,,,,
13-09-17,1201.2,1367.1,13-10-17,0.082191781,1373.858514,1373.9,-172.7,-12.57005604,-12.6,165.9,Yes,Yes,,,,,,,,,,,,,
14-09-17,1198.4,1358.1,14-10-17,0.082191781,1364.814021,1364.8,-166.4,-12.1922626,-12.2,159.7,Yes,Yes,,,,,,,,,,,,,
15-09-17,1201.7,1362.9,15-10-17,0.082191781,1369.637751,1369.6,-167.9,-12.25905374,-12.3,161.2,Yes,Yes,,,,,,,,,,,,,
16-09-17,1201.7,1362.9,16-10-17,0.082191781,1369.637751,1369.6,-167.9,-12.25905374,-12.3,161.2,Yes,Yes,,,,,,,,,,,,,
17-09-17,1201.7,1362.9,17-10-17,0.082191781,1369.637751,1369.6,-167.9,-12.25905374,-12.3,161.2,Yes,Yes,,,,,,,,,,,,,
18-09-17,1185.7,1353.3,18-10-17,0.082191781,1359.990291,1360,-174.3,-12.81617647,-12.8,167.6,Yes,Yes,,,,,,,,,,,,,
19-09-17,1167.3,1339.2,19-10-17,0.082191781,1345.820585,1345.8,-178.5,-13.2634864,-13.3,171.9,Yes,Yes,,,,,,,,,,,,,
20-09-17,1180.2,1340.4,20-10-17,0.082191781,1347.026518,1347,-166.8,-12.3830735,-12.4,160.2,Yes,Yes,,,,,,,,,,,,,
21-09-17,1172.1,1341.8,21-10-17,0.082191781,1348.433439,1348.4,-176.3,-13.07475527,-13.1,169.7,Yes,Yes,,,,,,,,,,,,,
22-09-17,1175.1,1343.2,22-10-17,0.082191781,1349.84036,1349.8,-174.7,-12.94265817,-12.9,168.1,Yes,Yes,,,,,,,,,,,,,
23-09-17,1175.1,1343.2,23-10-17,0.082191781,1349.84036,1349.8,-174.7,-12.94265817,-12.9,168.1,Yes,Yes,,,,,,,,,,,,,
24-09-17,1175.1,1343.2,24-10-17,0.082191781,1349.84036,1349.8,-174.7,-12.94265817,-12.9,168.1,Yes,Yes,,,,,,,,,,,,,
25-09-17,1157.5,1340,25-10-17,0.082191781,1346.62454,1346.6,-189.1,-14.04277439,-14,182.5,Yes,Yes,,,,,,,,,,,,,
26-09-17,1149.3,1328.6,26-10-17,0.082191781,1335.168182,1335.2,-185.9,-13.92300779,-13.9,179.3,Yes,Yes,,,,,,,,,,,,,
27-09-17,1173,1325.1,27-10-17,0.082191781,1331.650879,1331.7,-158.7,-11.91709845,-11.9,152.1,Yes,Yes,,,,,,,,,,,,,
28-09-17,1163.6,1331.9,28-10-17,0.082191781,1338.484496,1338.5,-174.9,-13.06686589,-13.1,168.3,Yes,Yes,,,,,,,,,,,,,
29-09-17,1173.6,1335,29-10-17,0.082191781,1341.599822,1341.6,-168,-12.52236136,-12.5,161.4,Yes,Yes,,,,,,,,,,,,,
30-09-17,1173.6,1335,30-10-17,0.082191781,1341.599822,1341.6,-168,-12.52236136,-12.5,161.4,Yes,Yes,,,,,,,,,,,,,
01-10-17,1173.6,1335,31-10-17,0.082191781,1341.599822,1341.6,-168,-12.52236136,-12.5,161.4,Yes,Yes,,,,,,,,,,,,,
02-10-17,1173.6,1335,01-11-17,0.082191781,1341.599822,1341.6,-168,-12.52236136,-12.5,161.4,Yes,Yes,,,,,,,,,,,,,
03-10-17,1197.8,1346,02-11-17,0.082191781,1352.654202,1352.7,-154.9,-11.45117173,-11.5,148.2,Yes,Yes,,,,,,,,,,,,,
04-10-17,1209.5,1352.3,03-11-17,0.082191781,1358.985348,1359,-149.5,-11.00073584,-11,142.8,Yes,Yes,,,,,,,,,,,,,
05-10-17,1221.2,1365.9,04-11-17,0.082191781,1372.652582,1372.7,-151.5,-11.03664311,-11,144.7,Yes,Yes,,,,,,,,,,,,,
06-10-17,1211.6,1371.5,05-11-17,0.082191781,1378.280266,1378.3,-166.7,-12.0946093,-12.1,159.9,Yes,Yes,,,,,,,,,,,,,
07-10-17,1211.6,1371.5,06-11-17,0.082191781,1378.280266,1378.3,-166.7,-12.0946093,-12.1,159.9,Yes,Yes,,,,,,,,,,,,,
08-10-17,1211.6,1371.5,07-11-17,0.082191781,1378.280266,1378.3,-166.7,-12.0946093,-12.1,159.9,Yes,Yes,,,,,,,,,,,,,
09-10-17,1213.4,1370.6,08-11-17,0.082191781,1377.375817,1377.4,-164,-11.90649049,-11.9,157.2,Yes,Yes,,,,,,,,,,,,,
10-10-17,1217.4,1373.3,09-11-17,0.082191781,1380.089165,1380.1,-162.7,-11.7890008,-11.8,155.9,Yes,Yes,,,,,,,,,,,,,
11-10-17,1253.6,1394.1,10-11-17,0.082191781,1400.991994,1401,-147.4,-10.52105639,-10.5,140.5,Yes,Yes,,,,,,,,,,,,,
12-10-17,1248.7,1412.2,11-11-17,0.082191781,1419.181474,1419.2,-170.5,-12.0138106,-12,163.5,Yes,Yes,,,,,,,,,,,,,
13-10-17,1238.3,1390.6,12-11-17,0.082191781,1397.474691,1397.5,-159.2,-11.39177102,-11.4,152.3,Yes,Yes,,,,,,,,,,,,,
14-10-17,1238.3,1390.6,13-11-17,0.082191781,1397.474691,1397.5,-159.2,-11.39177102,-11.4,152.3,Yes,Yes,,,,,,,,,,,,,
15-10-17,1238.3,1390.6,14-11-17,0.082191781,1397.474691,1397.5,-159.2,-11.39177102,-11.4,152.3,Yes,Yes,,,,,,,,,,,,,
16-10-17,1243.3,1394.3,15-11-17,0.082191781,1401.192982,1401.2,-157.9,-11.26891236,-11.3,151,Yes,Yes,,,,,,,,,,,,,
17-10-17,1249.2,1395.7,16-11-17,0.082191781,1402.599904,1402.6,-153.4,-10.9368316,-10.9,146.5,Yes,Yes,,,,,,,,,,,,,
18-10-17,1258,1409.2,17-11-17,0.082191781,1416.166643,1416.2,-158.2,-11.1707386,-11.2,151.2,Yes,Yes,,,,,,,,,,,,,
19-10-17,1258.9,1409.2,18-11-17,0.082191781,1416.166643,1416.2,-157.3,-11.10718825,-11.1,150.3,Yes,Yes,,,,,,,,,,,,,
20-10-17,1258.9,1409.2,19-11-17,0.082191781,1416.166643,1416.2,-157.3,-11.10718825,-11.1,150.3,Yes,Yes,,,,,,,,,,,,,
21-10-17,1258.9,1409.2,20-11-17,0.082191781,1416.166643,1416.2,-157.3,-11.10718825,-11.1,150.3,Yes,Yes,,,,,,,,,,,,,
22-10-17,1258.9,1409.2,21-11-17,0.082191781,1416.166643,1416.2,-157.3,-11.10718825,-11.1,150.3,Yes,Yes,,,,,,,,,,,,,
23-10-17,1236.9,1394,22-11-17,0.082191781,1400.891499,1400.9,-164,-11.70675994,-11.7,157.1,Yes,Yes,,,,,,,,,,,,,
24-10-17,1247.6,1403.2,23-11-17,0.082191781,1410.136981,1410.1,-162.5,-11.52400539,-11.5,155.6,Yes,Yes,,,,,,,,,,,,,
25-10-17,1257.6,1406.1,24-11-17,0.082191781,1413.051318,1413.1,-155.5,-11.00417522,-11,148.5,Yes,Yes,,,,,,,,,,,,,
26-10-17,1273.9,1418.6,25-11-17,0.082191781,1425.613114,1425.6,-151.7,-10.64113356,-10.6,144.7,Yes,Yes,,,,,,,,,,,,,
27-10-17,1298.4,1443,26-11-17,0.082191781,1450.13374,1450.1,-151.7,-10.46134749,-10.5,144.6,Yes,Yes,,,,,,,,,,,,,
28-10-17,1298.4,1443,27-11-17,0.082191781,1450.13374,1450.1,-151.7,-10.46134749,-10.5,144.6,Yes,Yes,,,,,,,,,,,,,
29-10-17,1298.4,1443,28-11-17,0.082191781,1450.13374,1450.1,-151.7,-10.46134749,-10.5,144.6,Yes,Yes,,,,,,,,,,,,,
30-10-17,1311.2,1455.9,29-11-17,0.082191781,1463.097514,1463.1,-151.9,-10.38206548,-10.4,144.7,Yes,Yes,,,,,,,,,,,,,
31-10-17,1304.6,1469.3,30-11-17,0.082191781,1476.563759,1476.6,-172,-11.64838142,-11.6,164.7,Yes,Yes,,,,,,,,,,,,,
01-11-17,1365.5,1532.1,01-12-17,0.082191781,1539.674222,1539.7,-174.2,-11.31389232,-11.3,166.6,Yes,Yes,,,,,,,,,,,,,
02-11-17,1419.4,1567.6,02-12-17,0.082191781,1575.349723,1575.3,-155.9,-9.896527646,-9.9,148.2,Yes,Yes,,,,,,,,,,,,,
03-11-17,1467.3,1588.5,03-12-17,0.082191781,1596.353046,1596.4,-129.1,-8.086945628,-8.1,121.2,Yes,Yes,,,,,,,,,,,,,
04-11-17,1467.3,1588.5,04-12-17,0.082191781,1596.353046,1596.4,-129.1,-8.086945628,-8.1,121.2,Yes,Yes,,,,,,,,,,,,,
05-11-17,1467.3,1588.5,05-12-17,0.082191781,1596.353046,1596.4,-129.1,-8.086945628,-8.1,121.2,Yes,Yes,,,,,,,,,,,,,
06-11-17,1525.9,1680,06-12-17,0.082191781,1688.305394,1688.3,-162.4,-9.619143517,-9.6,154.1,Yes,Yes,,,,,,,,,,,,,
07-11-17,1586.9,1741.6,07-12-17,0.082191781,1750.209925,1750.2,-163.3,-9.330362244,-9.3,154.7,Yes,Yes,,,,,,,,,,,,,
08-11-17,1650.3,1857.9,08-12-17,0.082191781,1867.084876,1867.1,-216.8,-11.61159017,-11.6,207.6,Yes,Yes,,,,,,,,,,,,,
09-11-17,1716.3,1980.7,09-12-17,0.082191781,1990.49196,1990.5,-274.2,-13.77543331,-13.8,264.4,Yes,Yes,,,,,,,,,,,,,
10-11-17,1647.7,1712.6,10-12-17,0.082191781,1721.066558,1721.1,-73.4,-4.264714427,-4.3,64.9,Yes,Yes,,,,,,,,,,,,,
11-11-17,1647.7,1712.6,11-12-17,0.082191781,1721.066558,1721.1,-73.4,-4.264714427,-4.3,64.9,Yes,Yes,,,,,,,,,,,,,
12-11-17,1647.7,1712.6,12-12-17,0.082191781,1721.066558,1721.1,-73.4,-4.264714427,-4.3,64.9,Yes,Yes,,,,,,,,,,,,,
13-11-17,1713.6,1842.8,13-12-17,0.082191781,1851.910226,1851.9,-138.3,-7.468005832,-7.5,129.2,Yes,Yes,,,,,,,,,,,,,
14-11-17,1657.8,1872.5,14-12-17,0.082191781,1881.757053,1881.8,-224,-11.90349665,-11.9,214.7,Yes,Yes,,,,,,,,,,,,,
15-11-17,1655.4,1854.3,15-12-17,0.082191781,1863.467078,1863.5,-208.1,-11.16715857,-11.2,198.9,Yes,Yes,,,,,,,,,,,,,
16-11-17,1625.8,1838.1,16-12-17,0.082191781,1847.186991,1847.2,-221.4,-11.9857081,-12,212.3,Yes,Yes,,,,,,,,,,,,,
17-11-17,1624.5,1830.9,17-12-17,0.082191781,1839.951396,1840,-215.5,-11.71195652,-11.7,206.4,Yes,Yes,,,,,,,,,,,,,
18-11-17,1624.5,1830.9,18-12-17,0.082191781,1839.951396,1840,-215.5,-11.71195652,-11.7,206.4,Yes,Yes,,,,,,,,,,,,,
19-11-17,1624.5,1830.9,19-12-17,0.082191781,1839.951396,1840,-215.5,-11.71195652,-11.7,206.4,Yes,Yes,,,,,,,,,,,,,
20-11-17,1689.4,1905.6,20-12-17,0.082191781,1915.020689,1915,-225.6,-11.78067885,-11.8,216.2,Yes,Yes,,,,,,,,,,,,,
21-11-17,1716,1917,21-12-17,0.082191781,1926.477047,1926.5,-210.5,-10.92655074,-10.9,201,Yes,Yes,,,,,,,,,,,,,
22-11-17,1707.2,1920.4,22-12-17,0.082191781,1929.893856,1929.9,-222.7,-11.539458,-11.5,213.2,Yes,Yes,,,,,,,,,,,,,
23-11-17,1769.6,1944.1,23-12-17,0.082191781,1953.711021,1953.7,-184.1,-9.423145826,-9.4,174.5,Yes,Yes,,,,,,,,,,,,,
24-11-17,1717.5,1908.5,24-12-17,0.082191781,1917.935026,1917.9,-200.4,-10.44892852,-10.4,191,Yes,Yes,,,,,,,,,,,,,
25-11-17,1717.5,1908.5,25-12-17,0.082191781,1917.935026,1917.9,-200.4,-10.44892852,-10.4,191,Yes,Yes,,,,,,,,,,,,,
26-11-17,1717.5,1908.5,26-12-17,0.082191781,1917.935026,1917.9,-200.4,-10.44892852,-10.4,191,Yes,Yes,,,,,,,,,,,,,
27-11-17,1733.7,1946.7,27-12-17,0.082191781,1956.323875,1956.3,-222.6,-11.37862291,-11.4,213,Yes,Yes,,,,,,,,,,,,,
28-11-17,1756.1,1948,28-12-17,0.082191781,1957.630302,1957.6,-201.5,-10.29321618,-10.3,191.9,Yes,Yes,,,,,,,,,,,,,
29-11-17,1807,1993.2,29-12-17,0.082191781,2003.053756,2003.1,-196.1,-9.78982577,-9.8,186.2,Yes,Yes,,,,,,,,,,,,,
30-11-17,1817.5,2015.7,30-12-17,0.082191781,2025.664989,2025.7,-208.2,-10.27792862,-10.3,198.2,Yes,Yes,,,,,,,,,,,,,
01-12-17,1923.2,2047.4,31-12-17,0.082191781,2057.521704,2057.5,-134.3,-6.527339004,-6.5,124.2,Yes,Yes,,,,,,,,,,,,,
02-12-17,1923.2,2047.4,01-01-18,0.082191781,2057.521704,2057.5,-134.3,-6.527339004,-6.5,124.2,Yes,Yes,,,,,,,,,,,,,
03-12-17,1923.2,2047.4,02-01-18,0.082191781,2057.521704,2057.5,-134.3,-6.527339004,-6.5,124.2,Yes,Yes,,,,,,,,,,,,,
04-12-17,1910.3,2117.3,03-01-18,0.082191781,2127.767268,2127.8,-217.5,-10.22182536,-10.2,207,Yes,Yes,,,,,,,,,,,,,
05-12-17,1895.2,2091.3,04-01-18,0.082191781,2101.638732,2101.6,-206.4,-9.821088694,-9.8,196.1,Yes,Yes,,,,,,,,,,,,,
06-12-17,1854.5,2061.2,05-01-18,0.082191781,2071.389927,2071.4,-216.9,-10.47117891,-10.5,206.7,Yes,Yes,,,,,,,,,,,,,
07-12-17,1860.1,2054.9,06-01-18,0.082191781,2065.058782,2065.1,-205,-9.926880054,-9.9,194.8,Yes,Yes,,,,,,,,,,,,,
08-12-17,1904.3,2088,07-01-18,0.082191781,2098.322418,2098.3,-194,-9.245579755,-9.2,183.7,Yes,Yes,,,,,,,,,,,,,
09-12-17,1904.3,2088,08-01-18,0.082191781,2098.322418,2098.3,-194,-9.245579755,-9.2,183.7,Yes,Yes,,,,,,,,,,,,,
10-12-17,1904.3,2088,09-01-18,0.082191781,2098.322418,2098.3,-194,-9.245579755,-9.2,183.7,Yes,Yes,,,,,,,,,,,,,
11-12-17,1828.2,2022.6,10-01-18,0.082191781,2032.599101,2032.6,-204.4,-10.0560858,-10.1,194.4,Yes,Yes,,,,,,,,,,,,,
12-12-17,1759.7,1988.8,11-01-18,0.082191781,1998.632004,1998.6,-238.9,-11.95336736,-12,229.1,Yes,Yes,,,,,,,,,,,,,
13-12-17,1695.2,1937.9,12-01-18,0.082191781,1947.480371,1947.5,-252.3,-12.9550706,-13,242.7,Yes,Yes,,,,,,,,,,,,,
